title,brand,gender,mrp,discount_percent,price_after_discount,star_rating,num_ratings,product_link,scraped_on
GEL-NIMBUS 26 Men Sports Shoes,ASICS,men,15999,30,11199,3.7,11,https://www.myntra.com/sports-shoes/asics/asics-gel-nimbus-26-men-textured-running-sports-shoes/30167705/buy,2025-10-10T15:20:36.350646+05:30
GEL-KAYANO 31 Men Sports Shoes,ASICS,men,15999,30,11199,4.5,92,https://www.myntra.com/sports-shoes/asics/asics-gel-kayano-31-men-textured-running-sports-shoes/30167703/buy,2025-10-10T15:20:48.156180+05:30
Men GEL-Nimbus 26 Running,ASICS,men,15999,30,11199,4.5,109,https://www.myntra.com/sports-shoes/asics/asics-men-gel-nimbus-26-running-shoes/27136930/buy,2025-10-10T15:21:05.420334+05:30
Gel-Kayano 31 Men Sports Shoes,ASICS,men,15999,30,11199,,0,https://www.myntra.com/sports-shoes/asics/asics-gel-kayano-31-men-textured-running-sports-shoes/30328698/buy,2025-10-10T15:21:40.879565+05:30
GEL-KAYANO 31 Men Sports Shoes,ASICS,men,15999,30,11199,,0,https://www.myntra.com/sports-shoes/asics/asics-gel-kayano-31-men-textured-running-sports-shoes/30167699/buy,2025-10-10T15:22:31.302463+05:30
Men Cricket Sports Shoes,ASICS,men,11999,0,11999,,0,https://www.myntra.com/sports-shoes/asics/asics-men-gel-gully-7-cricket-sports-shoes/30166472/buy,2025-10-10T15:23:22.247943+05:30
Men Cricket Sports Shoes,ASICS,men,15999,20,12799,3.7,0,https://www.myntra.com/sports-shoes/asics/asics-speed-menace-ff-men-cricket-sports-shoes/30166474/buy,2025-10-10T15:22:57.577991+05:30
Mesh Marking Walking Shoes,AVANT,men,1599,71,449,3.9,150,https://www.myntra.com/sports-shoes/avant/avant-men-ultra-light-mesh-marking-walking-shoes/22016322/buy,2025-10-10T15:43:53.940374+05:30
Men Walking Lace-Up Shoes,AVANT,men,1049,37,659,4,126,https://www.myntra.com/sports-shoes/avant/avant-men-mesh-walking-softride-lace-up-shoes/24955250/buy,2025-10-10T15:44:56.655166+05:30
Men Running Shoes,AVANT,men,2399,58,1007,4.5,0,https://www.myntra.com/sports-shoes/avant/avant-mens-blue--orange-aqua-ignite-sneaker-shoes/32231041/buy,2025-10-10T15:38:04.688223+05:30
Men BounceMax Walking shoes,AVANT,men,2049,36,1299,4.2,78,https://www.myntra.com/sports-shoes/avant/avant-men-bounce-max-walking-shoes/25514414/buy,2025-10-10T15:36:37.932314+05:30
All-Rounder Walking Shoes,Allen Cooper,men,4999,79,1049,,0,https://www.myntra.com/sports-shoes/allen+cooper/allen-cooper-men-mesh-lace-ups-all-rounder-walking-non-marking-shoes/34081283/buy,2025-10-10T15:34:59.890494+05:30
Men Textured Sport Shoes,Allen Cooper,men,4999,78,1099,,0,https://www.myntra.com/sports-shoes/allen+cooper/allen-cooper-men-textured-walking-non-marking-sport-shoes/34783533/buy,2025-10-10T15:34:52.785667+05:30
Men Running Shoes,Allen Cooper,men,4999,76,1199,,0,https://www.myntra.com/sports-shoes/allen+cooper/allen-cooper-men-mesh-running-non-marking-shoes/30955629/buy,2025-10-10T15:35:22.684817+05:30
Men Windblazer Running Shoe,CULT,men,4999,70,1499,4,135,https://www.myntra.com/sports-shoes/cult/cult-men-grey-windblazer-running-shoe/16557780/buy,2025-10-10T15:43:52.853190+05:30
Colourblocked Running Shoes,CULT,men,3799,50,1899,,0,https://www.myntra.com/sports-shoes/cult/cult-men-black-sea-green-flytor-running-shoes/36112634/buy,2025-10-10T15:43:03.608081+05:30
Men Running Shoes,CULT,men,4399,51,2155,4.2,0,https://www.myntra.com/sports-shoes/cult/cult-men-strix-running-shoes----orange/33384076/buy,2025-10-10T15:41:42.024485+05:30
Men Quasar Running Shoes,CULT,men,4399,49,2243,4.5,35,https://www.myntra.com/sports-shoes/cult/cult-men-quasar-running-shoes---black/33384053/buy,2025-10-10T15:45:00.643776+05:30
Men Running Shoes,CULT,men,4499,47,2384,4.5,24,https://www.myntra.com/sports-shoes/cult/cult-men-versa-freeway-mesh-running-shoes/31543891/buy,2025-10-10T15:36:37.321246+05:30
Men Mesh Running Shoes,CULT,men,4999,50,2499,,0,https://www.myntra.com/sports-shoes/cult/cult-men-nitro-walking-shoes---orangewhite/37059590/buy,2025-10-10T15:35:41.279023+05:30
Men FINE Lace-Up Running Shoes,Campus,men,1699,60,679,4.1,10,https://www.myntra.com/sports-shoes/campus/campus-men-fine-lace-up-running-shoes/21725978/buy,2025-10-10T15:36:16.159618+05:30
Men Barley Running Shoes,Campus,men,1699,58,713,4.2,586,https://www.myntra.com/sports-shoes/campus/campus-men-grey-barley-running-shoes/13564200/buy,2025-10-10T15:38:39.459440+05:30
Men Textile Walking Shoes,Campus,men,1699,51,832,4.4,25,https://www.myntra.com/sports-shoes/campus/campus-men-camp-iceberg-textile-walking-marking-shoes/25178684/buy,2025-10-10T15:44:07.537214+05:30
Men Running Shoes,Campus,men,1699,49,866,4.3,2300,https://www.myntra.com/sports-shoes/campus/campus-camp-kripto-men-lace-up-running-shoes/18043676/buy,2025-10-10T15:34:28.069973+05:30
Men Running Shoes,Campus,men,1999,55,899,4.2,1000,https://www.myntra.com/sports-shoes/campus/campus-mike-n-men-lace-up-running-shoes/14798094/buy,2025-10-10T15:40:40.754888+05:30
Men Running Shoes,Campus,men,1899,52,899,4.3,1300,https://www.myntra.com/sports-shoes/campus/campus-north-plus-men-lace-up-running-shoes/14400272/buy,2025-10-10T15:43:57.465475+05:30
Men Running Shoes,Campus,men,2299,58,965,4.1,1200,https://www.myntra.com/sports-shoes/campus/campus-terminator-n-men-lace-up-running-shoes/14439664/buy,2025-10-10T15:35:10.522944+05:30
Men Running Shoes,Campus,men,2299,53,1080,4.2,75,https://www.myntra.com/sports-shoes/campus/campus-men-camp-piston-white-mesh-running-shoes/18815796/buy,2025-10-10T15:42:16.180694+05:30
Men Textile Running Shoes,Campus,men,2299,52,1103,,0,https://www.myntra.com/sports-shoes/campus/campus-men-cora-textile-running-shoes/25803778/buy,2025-10-10T15:45:04.157158+05:30
Men Mesh Running Shoes,Campus,men,2599,57,1117,4.3,23,https://www.myntra.com/sports-shoes/campus/campus-men-rebel-mesh-running-shoes/25866252/buy,2025-10-10T15:44:57.150888+05:30
Men Running Shoes,Campus,men,1119,0,1119,4.7,15,https://www.myntra.com/sports-shoes/campus/campus-men-camp-smart-grey-mesh-running-shoes/17599812/buy,2025-10-10T15:40:36.750670+05:30
Men Lace-Ups Running Shoes,Campus,men,3299,61,1286,4.2,35,https://www.myntra.com/sports-shoes/campus/campus-men-hype-pro-running-lace-ups-non-marking-shoes/34176435/buy,2025-10-10T15:34:56.361067+05:30
Men Running Shoes,Campus,men,3299,61,1286,4.3,16,https://www.myntra.com/sports-shoes/campus/campus-men-hype-pro-mesh-running-non-marking-shoes/34176474/buy,2025-10-10T15:35:16.114169+05:30
Men Running Shoes,Campus,men,1299,0,1299,,0,https://www.myntra.com/sports-shoes/campus/campus-men-wong-mesh-running-non-marking-shoes/35944290/buy,2025-10-10T15:42:12.658982+05:30
Men Walking Shoes,Campus,men,1499,6,1398,,0,https://www.myntra.com/sports-shoes/campus/campus-duo-men-mesh-non-marking-walking-shoes/36852916/buy,2025-10-10T15:44:00.988668+05:30
Men Brace Running Shoes,Campus,men,1599,0,1599,4.3,0,https://www.myntra.com/sports-shoes/campus/campus-men-brace-running-shoes/24546420/buy,2025-10-10T15:42:41.624987+05:30
REE-FLECT (N) Lace-Up Sneaker,Campus,men,3499,54,1609,4.2,387,https://www.myntra.com/sports-shoes/campus/campus-ree-flect-n-men-lace-up-sneaker/14227942/buy,2025-10-10T15:37:52.422796+05:30
Men Running Shoes,Campus,men,1699,0,1699,,0,https://www.myntra.com/sports-shoes/campus/campus-men-python-mesh-running-non-marking-shoes/35944294/buy,2025-10-10T15:39:07.057322+05:30
Men Running Shoes,Campus,men,1899,0,1899,,0,https://www.myntra.com/sports-shoes/campus/campus-men-running-non-marking-shoes/36714486/buy,2025-10-10T15:37:02.923888+05:30
Men Running Marking Shoes,Campus,men,1899,0,1899,4.4,36,https://www.myntra.com/sports-shoes/campus/campus-men-promote-mesh-running-marking-shoes/24392302/buy,2025-10-10T15:39:53.397135+05:30
Men Running Shoes,Campus,men,1949,0,1949,,0,https://www.myntra.com/sports-shoes/campus/campus-men-mesh-running-non-marking-shoes/36714491/buy,2025-10-10T15:37:38.307448+05:30
Men Chicago Sports Shoes,Campus,men,1999,0,1999,2.4,10,https://www.myntra.com/sports-shoes/campus/campus-men-chicago-non-marking-running-sports-shoes/22922294/buy,2025-10-10T15:41:41.488628+05:30
Men Running Shoes,Campus,men,2199,0,2199,,0,https://www.myntra.com/sports-shoes/campus/campus-margot-gents-men-mesh-running-non-marking-shoes/36781910/buy,2025-10-10T15:38:38.960344+05:30
Men Mesh Walking Shoes,Campus,men,2499,0,2499,,0,https://www.myntra.com/sports-shoes/campus/campus-men-ballet-mesh-walking-shoes/28968304/buy,2025-10-10T15:43:28.243017+05:30
Crestwood Men Trekking Shoes,Columbia,men,8999,0,8999,4.3,11,https://www.myntra.com/sports-shoes/columbia/columbia-men-crestwood-hike-and-trek-shoes/26382170/buy,2025-10-10T15:32:30.153462+05:30
Konos Elevate Men Shoes,Columbia,men,10999,0,10999,,0,https://www.myntra.com/sports-shoes/columbia/columbia-konos-elevate-men-trekking-shoes/35970376/buy,2025-10-10T15:26:37.121143+05:30
Lace-Ups Trekking Sports Shoes,Columbia,men,10999,0,10999,,0,https://www.myntra.com/sports-shoes/columbia/columbia-konos-elevate-men-trail-running-lace-ups-trekking-sports-shoes/35651305/buy,2025-10-10T15:27:18.900700+05:30
Men Running Shoes,Columbia,men,11999,0,11999,,0,https://www.myntra.com/sports-shoes/columbia/columbia-konos-trillium-atr-men-trail-running-non-marking-lace-ups-shoes/35970368/buy,2025-10-10T15:21:33.760645+05:30
Konos TRS Men Trekking Shoes,Columbia,men,11999,0,11999,,0,https://www.myntra.com/sports-shoes/columbia/columbia-men-konos-trail-running-shoes/31026123/buy,2025-10-10T15:32:04.794639+05:30
Konos Swift Trail Running Shoe,Columbia,men,11999,0,11999,,0,https://www.myntra.com/sports-shoes/columbia/columbia--konos-swift-men-trail-running-shoes/35970357/buy,2025-10-10T15:33:25.461774+05:30
Trailstorm Men Trekking Shoes,Columbia,men,11999,0,11999,,0,https://www.myntra.com/sports-shoes/columbia/columbia-men-trailstorm-waterproof-shoes/26382154/buy,2025-10-10T15:33:54.239584+05:30
Trailstorm Men Trekking Shoes,Columbia,men,11999,0,11999,3.6,0,https://www.myntra.com/sports-shoes/columbia/columbia-men-trailstorm-ascend-shoes/30750756/buy,2025-10-10T15:52:20.147519+05:30
Konos TRS Men Trekking Shoes,Columbia,men,11999,0,11999,2.8,0,https://www.myntra.com/sports-shoes/columbia/columbia-men-konos-trail-running-shoes/26382108/buy,2025-10-10T15:53:32.457791+05:30
Konos TRS Men Hiking Shoes,Columbia,men,13999,0,13999,,0,https://www.myntra.com/sports-shoes/columbia/columbia-konos-trs-men-hiking--trekking-shoes/35970434/buy,2025-10-10T15:50:35.613563+05:30
Men Colourblocked Walking,FCUK,men,3799,77,873,4.1,48,https://www.myntra.com/sports-shoes/fcuk/fcuk-men-colourblocked-walking-shoes/31543283/buy,2025-10-10T15:46:15.789467+05:30
Men Walking Shoes,FCUK,men,3499,75,874,4.7,70,https://www.myntra.com/sports-shoes/fcuk/fcuk-men-woven-design-walking-shoes/31543281/buy,2025-10-10T15:46:48.315342+05:30
Men Woven Design Walking Shoes,FCUK,men,3599,75,899,4.2,22,https://www.myntra.com/sports-shoes/fcuk/fcuk-men-woven-design-walking-shoes/31543296/buy,2025-10-10T15:26:37.830943+05:30
Men Woven Design Running Shoes,FCUK,men,3499,74,909,3.8,0,https://www.myntra.com/sports-shoes/fcuk/fcuk-men-woven-design-running-shoes/31846138/buy,2025-10-10T15:46:51.825708+05:30
Men Walking Shoes,FCUK,men,4299,75,1074,3.7,26,https://www.myntra.com/sports-shoes/fcuk/fcuk-men-walking-shoes/31543299/buy,2025-10-10T15:26:47.580521+05:30
Men Lace-Ups Walking Shoes,FILA,men,5999,60,2399,4.2,24,https://www.myntra.com/sports-shoes/fila/fila-retro-jo-debo-men-lace-ups-walking-shoes/32615270/buy,2025-10-10T15:31:01.561085+05:30
Men Walking Shoes,FILA,men,5499,52,2599,4.4,14,https://www.myntra.com/sports-shoes/fila/fila-ease-lite-men-slip-on-walking-shoes/32615245/buy,2025-10-10T15:31:02.973673+05:30
Men Walking Shoes,FILA,men,5499,52,2599,4.3,13,https://www.myntra.com/sports-shoes/fila/fila-ease-lite-men-slip-on-walking-shoes/32615239/buy,2025-10-10T15:31:40.519752+05:30
Men Barefoot Sock Shoes,FRIDO,men,2779,33,1855,,0,https://www.myntra.com/sports-shoes/frido/frido-men-classic-ankle-length-barefoot-lightweight--flat-sole-sock-shoe---l/33287487/buy,2025-10-10T15:35:26.206080+05:30
Men Sports Shoes,Goldstar,men,1999,62,756,,0,https://www.myntra.com/sports-shoes/goldstar/goldstar-men-running-sports-shoes/36059341/buy,2025-10-10T15:37:10.134881+05:30
Men Sports Shoes,HRX by Hrithik Roshan,men,3499,78,769,3.9,21,https://www.myntra.com/sports-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-sports-shoes/35160940/buy,2025-10-10T15:40:40.250308+05:30
Men Running Shoes,HRX by Hrithik Roshan,men,3699,76,887,3.5,10,https://www.myntra.com/sports-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-mesh-running-shoes/35070993/buy,2025-10-10T15:37:48.404144+05:30
Men Running Shoes,HRX by Hrithik Roshan,men,5499,83,934,3.4,0,https://www.myntra.com/sports-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-mesh-running-non-marking-shoes/36307212/buy,2025-10-10T15:38:08.194709+05:30
Lace-Ups Running Shoes,HRX by Hrithik Roshan,men,5499,82,935,,0,https://www.myntra.com/sports-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-lace-ups-running-non-marking-shoes/36900527/buy,2025-10-10T15:42:19.770821+05:30
Lace-Ups Running Shoes,HRX by Hrithik Roshan,men,4999,81,949,,0,https://www.myntra.com/sports-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-mesh-lace-ups-running-non-marking-shoes/33771409/buy,2025-10-10T15:40:56.524857+05:30
Men Running Shoes,HRX by Hrithik Roshan,men,4999,81,949,4.8,10,https://www.myntra.com/sports-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-mesh-running-non-marking-shoes/29918434/buy,2025-10-10T15:41:13.616949+05:30
Men Running Shoes,HRX by Hrithik Roshan,men,4999,81,949,3.5,61,https://www.myntra.com/sports-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-teal-green-textile-running-shoes/27874068/buy,2025-10-10T15:42:57.118854+05:30
Men Walking Non-Marking Shoes,HRX by Hrithik Roshan,men,3499,72,979,4.1,487,https://www.myntra.com/sports-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-blue-mesh-lace-up-memory-foam-walking-non-marking-shoes/22871764/buy,2025-10-10T15:38:01.100331+05:30
Men Memory Foam Walking Shoes,HRX by Hrithik Roshan,men,2999,67,989,4.1,109,https://www.myntra.com/sports-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-grey--white-mesh-memory-foam-non-marking-walking-shoes/22980962/buy,2025-10-10T15:38:00.587867+05:30
Men Ignite Run Running shoes,HRX by Hrithik Roshan,men,3799,73,1025,3.7,56,https://www.myntra.com/sports-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-ignite-run-running-shoes/31757713/buy,2025-10-10T15:42:53.115345+05:30
Men Mesh Running Shoes,HRX by Hrithik Roshan,men,4999,79,1049,4.3,174,https://www.myntra.com/sports-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-aircube-lightweight-running-sports-shoes/25251886/buy,2025-10-10T15:41:06.616900+05:30
Men Active Running Shoes,HRX by Hrithik Roshan,men,6999,83,1186,3.7,0,https://www.myntra.com/sports-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-active-running-shoes/35040912/buy,2025-10-10T15:42:53.608812+05:30
Men Active Running Shoes,HRX by Hrithik Roshan,men,6999,80,1399,3.7,21,https://www.myntra.com/sports-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-active-running-shoes/35040902/buy,2025-10-10T15:36:38.459193+05:30
Men Trekking Sports Shoes,HRX by Hrithik Roshan,men,7599,81,1443,,0,https://www.myntra.com/sports-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-trekking-non-marking-sports-shoes/35898920/buy,2025-10-10T15:40:52.926152+05:30
Men Walking Shoes,JQR,men,899,44,499,4.2,17,https://www.myntra.com/sports-shoes/jqr/jqr-excel-men-walking-shoes/16650196/buy,2025-10-10T15:40:49.424036+05:30
Men Running Shoes,JQR,men,1199,43,681,,0,https://www.myntra.com/sports-shoes/jqr/jqr-krafton-men-running-shoes/33588109/buy,2025-10-10T15:37:13.740238+05:30
Men Running Shoes,JQR,men,1199,43,681,,0,https://www.myntra.com/sports-shoes/jqr/jqr-krafton-men-running-non-marking-shoes/33588099/buy,2025-10-10T15:41:06.054102+05:30
Men Running Shoes,JQR,men,1249,41,729,4.4,116,https://www.myntra.com/sports-shoes/jqr/jqr-east-plus-men-lace-ups-running-shoes/33719491/buy,2025-10-10T15:35:11.557440+05:30
Men Memory Foam Running Shoes,JQR,men,1399,42,799,4.6,19,https://www.myntra.com/sports-shoes/jqr/jqr-men-magic-memory-foam-insole-mesh-non-marking-running-shoes/23020402/buy,2025-10-10T15:35:34.734867+05:30
Men Running Shoes,JQR,men,1399,35,899,4.1,15,https://www.myntra.com/sports-shoes/jqr/jqr-ares-men-mesh-running-non-marking-shoes/33588053/buy,2025-10-10T15:35:00.454766+05:30
Men Mesh Running Shoes,JQR,men,1699,47,899,4,30,https://www.myntra.com/sports-shoes/jqr/jqr-global-pro-men-running-shoes/26403368/buy,2025-10-10T15:35:12.562269+05:30
Men Running Shoes,JQR,men,1999,55,899,3.9,12,https://www.myntra.com/sports-shoes/jqr/jqr-men-supperjoyo-running-shoes/16040136/buy,2025-10-10T15:35:48.424730+05:30
Men Running Shoes,JQR,men,2499,64,899,,0,https://www.myntra.com/sports-shoes/jqr/jqr-men-mesh-running-non-marking-shoes/33329443/buy,2025-10-10T15:36:01.959385+05:30
Men Memory Foam Running Shoes,JQR,men,1499,40,899,,0,https://www.myntra.com/sports-shoes/jqr/jqr-men-hunter-mesh-running-shoes/23175602/buy,2025-10-10T15:36:05.517681+05:30
Men Running Shoes,JQR,men,1599,43,899,4,0,https://www.myntra.com/sports-shoes/jqr/jqr-men-atlanta-olive-running-shoes/34051706/buy,2025-10-10T15:36:09.092489+05:30
Men Running Shoes,JQR,men,2499,64,899,,0,https://www.myntra.com/sports-shoes/jqr/jqr-men-mesh-running-non-marking-shoes/33329450/buy,2025-10-10T15:37:06.464255+05:30
Men Running Shoes,JQR,men,2199,59,899,,0,https://www.myntra.com/sports-shoes/jqr/jqr-men-zapatos-06-running-shoes/33329498/buy,2025-10-10T15:37:41.855029+05:30
Men Walking Shoes,JQR,men,2999,70,899,,0,https://www.myntra.com/sports-shoes/jqr/jqr-zapatos22-mens-walking-shoes/34884719/buy,2025-10-10T15:41:10.118444+05:30
Mesh Neutral Running Shoes,JQR,men,1599,37,999,,0,https://www.myntra.com/sports-shoes/jqr/jqr-men-mesh-neutral-running-shoes/34051702/buy,2025-10-10T15:36:15.683373+05:30
Men Running Shoes,JQR,men,1499,33,999,,0,https://www.myntra.com/sports-shoes/jqr/jqr-helium-mens-running-shoes/34884735/buy,2025-10-10T15:36:33.823804+05:30
Men Slip-On Running Shoes,KRAASA,men,1999,60,799,,0,https://www.myntra.com/sports-shoes/kraasa/kraasa-men-textile-running-lightweight-slip-on-non-marking-shoes/37210090/buy,2025-10-10T15:44:18.321514+05:30
Men Slip-On Running Shoes,KRAASA,men,1999,60,799,,0,https://www.myntra.com/sports-shoes/kraasa/kraasa-men-textile-running-lightweight-slip-on-non-marking-shoes/37210100/buy,2025-10-10T15:44:52.498204+05:30
Men Slip-On Running Shoes,KRAASA,men,1999,60,799,,0,https://www.myntra.com/sports-shoes/kraasa/kraasa-men-textile-running-lightweight-slip-on-non-marking-shoes/37210104/buy,2025-10-10T15:45:36.480966+05:30
Men Training or Gym Shoes,Killer,men,3899,81,738,2.9,19,https://www.myntra.com/sports-shoes/killer/killer-men-mesh-training-or-gym-non-marking-shoes/32511380/buy,2025-10-10T15:45:32.943743+05:30
Men Running Shoes,Killer,men,4999,84,799,,0,https://www.myntra.com/sports-shoes/killer/killer-men-mesh-running-non-marking-shoes/36421793/buy,2025-10-10T15:44:56.089381+05:30
Men Drift Running Shoes,New Balance,men,4999,62,1899,4.2,28,https://www.myntra.com/sports-shoes/new+balance/new-balance-men-woven-design-drift-running-shoes/29534372/buy,2025-10-10T15:46:52.198968+05:30
Men Drift Running Shoes,New Balance,men,4999,57,2149,3.9,132,https://www.myntra.com/sports-shoes/new+balance/new-balance-men-woven-design-drift-running-shoes/29534408/buy,2025-10-10T15:35:34.602374+05:30
Men MT510XB5-D-7 Running Shoes,New Balance,men,4699,52,2255,4,61,https://www.myntra.com/sports-shoes/new+balance/new-balance-men-mt510xb5-d-7-running-shoes/29534140/buy,2025-10-10T15:43:53.480463+05:30
Men 680v7 Running Shoes,New Balance,men,4699,48,2443,3.8,95,https://www.myntra.com/sports-shoes/new+balance/new-balance-men-680v7-running-shoes/29534106/buy,2025-10-10T15:43:53.110648+05:30
Men M520XA8-D-7 Running Shoes,New Balance,men,5299,48,2755,3.8,130,https://www.myntra.com/sports-shoes/new+balance/new-balance-men-m520xa8-d-7-running-shoes/29534086/buy,2025-10-10T15:46:15.984482+05:30
Men 420I Dynasoft Run Shoes,New Balance,men,5999,47,3179,,0,https://www.myntra.com/sports-shoes/new+balance/new-balance-men-420i-dynasoft-running-shoes/33391633/buy,2025-10-10T15:22:34.460996+05:30
Men 411I Running Shoes,New Balance,men,5499,35,3574,3.4,14,https://www.myntra.com/sports-shoes/new+balance/new-balance-men-woven-design-411i-running-shoes/33391636/buy,2025-10-10T15:41:41.631434+05:30
Men Evozib3 Running Shoes,New Balance,men,6999,41,4129,2.8,19,https://www.myntra.com/sports-shoes/new+balance/new-balance-men-evozib3-running-shoes/33391643/buy,2025-10-10T15:45:00.766961+05:30
Men EVOI Running Shoes,New Balance,men,6999,40,4199,3.4,12,https://www.myntra.com/sports-shoes/new+balance/new-balance-men-woven-design-evoi-running-shoes/33391629/buy,2025-10-10T15:50:07.473747+05:30
Men 420I Dynasoft Run Shoes,New Balance,men,5999,27,4379,,0,https://www.myntra.com/sports-shoes/new+balance/new-balance-men-420i-dynasoft-running-shoes/33391644/buy,2025-10-10T15:38:42.692595+05:30
Men Revolution 6 Running Shoes,Nike,men,3695,20,2956,4.4,490,https://www.myntra.com/sports-shoes/nike/nike-men-revolution-6-running-shoes/25503812/buy,2025-10-10T15:33:00.033793+05:30
Run Defy Men's Running Shoes,Nike,men,3995,25,2996,4.4,167,https://www.myntra.com/sports-shoes/nike/nike-run-defy-mens-road-running-shoes/34193947/buy,2025-10-10T15:25:54.927799+05:30
Men's Road Running Shoes,Nike,men,4295,20,3436,4.2,46,https://www.myntra.com/sports-shoes/nike/nike-downshifter-13-mens-road-running-shoes/34955464/buy,2025-10-10T15:20:52.583017+05:30
Run Defy Men's Running Shoes,Nike,men,3995,0,3995,4.4,125,https://www.myntra.com/sports-shoes/nike/nike-run-defy-mens-road-running-shoes/34806262/buy,2025-10-10T15:24:07.047804+05:30
Run Defy Running Shoes,Nike,men,3995,0,3995,4.2,188,https://www.myntra.com/sports-shoes/nike/nike-run-defy-mens-road-running-shoes/33477858/buy,2025-10-10T15:28:17.570603+05:30
Run Defy Running Shoes,Nike,men,3995,0,3995,3.9,67,https://www.myntra.com/sports-shoes/nike/nike-run-defy-mens-road-running-shoes/33477860/buy,2025-10-10T15:28:38.651596+05:30
Run Defy Road-Running Shoes,Nike,men,3995,0,3995,4.2,29,https://www.myntra.com/sports-shoes/nike/nike-run-defy-men-lace-ups-road-running-shoes/34955453/buy,2025-10-10T15:40:15.161554+05:30
3 Next Nature Workout Shoes,Nike,men,4995,20,3996,4.2,178,https://www.myntra.com/sports-shoes/nike/nike-legend-essential-3-next-nature-men-workout-shoes/34955475/buy,2025-10-10T15:20:28.563752+05:30
Men Fly.By Mid 3 Basketball,Nike,men,4995,20,3996,3.9,56,https://www.myntra.com/sports-shoes/nike/nike-men-black--white-perforated-flyby-3-mid-top-basketball-shoes/16274034/buy,2025-10-10T15:24:58.187122+05:30
Men Running Shoes,OFF LIMITS,men,5999,75,1499,,0,https://www.myntra.com/sports-shoes/off+limits/off-limits-men-mesh-running-non-marking-shoes/36255382/buy,2025-10-10T15:35:58.426004+05:30
Men Walking Sports Shoes,OFF LIMITS,men,4999,62,1899,3.2,0,https://www.myntra.com/sports-shoes/off+limits/off-limits-men-mesh-walking-anti-bacterial-shock-absorption-lightweight-sports-shoes/25704326/buy,2025-10-10T15:37:48.899563+05:30
Men Running Shoes,OFF LIMITS,men,6299,64,2267,,0,https://www.myntra.com/sports-shoes/off+limits/off-limits-men-mesh-running-non-marking-shoes/24565976/buy,2025-10-10T15:35:44.853339+05:30
Men Running Shoes,OFF LIMITS,men,6299,52,2999,,0,https://www.myntra.com/sports-shoes/off+limits/off-limits-men-running-shoes/29852716/buy,2025-10-10T15:35:51.907381+05:30
Scorch Runner V2 Running Shoes,Puma,men,4999,75,1249,4.1,336,https://www.myntra.com/sports-shoes/puma/puma-scorch-runner-v2-men-running-shoes/22152300/buy,2025-10-10T15:26:04.345272+05:30
Foam Stride Men Running Shoes,Puma,men,4499,72,1259,3.9,1100,https://www.myntra.com/sports-shoes/puma/puma-foam-stride-men-running-shoes/22152258/buy,2025-10-10T15:31:03.401825+05:30
Fast Wanderer Running Shoes,Puma,men,4499,72,1259,4.2,66,https://www.myntra.com/sports-shoes/puma/puma-men-fast-wanderer-running-shoes/26027262/buy,2025-10-10T15:41:42.146831+05:30
Flyer Runner Engineered Shoes,Puma,men,5499,75,1369,4.2,237,https://www.myntra.com/sports-shoes/puma/puma-flyer-runner-engineered-knit-men-shoes/22152236/buy,2025-10-10T15:51:59.110329+05:30
Transport Running Shoes,Puma,men,4999,70,1499,3.6,87,https://www.myntra.com/sports-shoes/puma/puma-transport-running-shoes/19150444/buy,2025-10-10T15:32:46.959610+05:30
Cricket Strike Men Shoes,Puma,men,4499,62,1709,4.4,224,https://www.myntra.com/sports-shoes/puma/puma-cricket-strike-men-shoes/31906792/buy,2025-10-10T15:21:04.497881+05:30
Cricket Strike Men Shoes,Puma,men,4499,62,1709,4.5,96,https://www.myntra.com/sports-shoes/puma/puma-cricket-strike-men-shoes/32380417/buy,2025-10-10T15:22:41.529432+05:30
Badminton Smash Sprint Shoes,Puma,men,4999,65,1749,4.6,175,https://www.myntra.com/sports-shoes/puma/puma-badminton-smash-sprint-indoor-sports-shoes/36461836/buy,2025-10-10T15:20:24.138655+05:30
FUEGO Profoam Men Running Shoe,Puma,men,6999,75,1749,4,447,https://www.myntra.com/sports-shoes/puma/puma-fuego-profoam-mens-responsive-cushioned-running-shoes/32588538/buy,2025-10-10T15:20:27.930552+05:30
FUEGO Profoam Men Running Shoe,Puma,men,6999,75,1749,3.9,320,https://www.myntra.com/sports-shoes/puma/puma-fuego-profoam-men-responsive-cushioned-running-shoes/32588624/buy,2025-10-10T15:20:36.089525+05:30
